9YnQdCWDAQRfQYm5HvRzoPgc5GRn8fyhsH2eru8nfsxG,105034664586347140
9UrftYJtrT4jBRMTLNFsKPsbW1pqcTv6511Z5imifwMB,51763503877444080
8CaTuoD1r6CzR1mu6ueTDvjNpLj7sq5nWafDLymkQ4jH,38194585169504330
G8AFH5qJ3eGx7vKFZsjo4LmxYCgTQ45WFb5FErq7PT1r,30600291430832424
3vk8Hr7R1ZAcexDsQeHaaYTWsUG5ct6KEDbSCh3cJy8R,29111889205721230
6rg2rfZ6Sim6j63LXvaLgbWicVGWhJUYHkCxgSHZBCqs,24087339055355470
6QFG5Zw2DEoMeDkvooqS7t7yf82UQEGHxuViMx9dVJgD,20000001000000000
fwHknyxZTgFGytVz9VPrvWqipW2V4L4D99gEb831t81,14078290634594500
E9uDts8F8D8KsVmnZgwyn722ANShnc2MvT5v4GPbY9cf,12742951207833880
FoSGz9nqNkpsaEX2nadmCXVmZPYBdqn6mTiDSdPUWEEp,12447801402137344
2UAeWoJ9ZTv6KDk1j8kNmRsG3yKq4cGSdip459GMR6Ho,12225564419965728
HWf7c3evXY3gghjPxvCmBGhuPaWkE5MVau7EnrJADYck,11057620379721528
852wzig13AWK7fvvS9NZw5eJ1hjZZxBeoH92gwBHWXh,11000001000000000
5C2yZxzVVnniiBeAj9stzjPotnFDRCwnZymkwzRHNQwd,10736697677456444
Dt3ahczmxcYYaB9AdhHDQiPUkeaj4ZpDziMFthwjGLbW,9438211858729048
5wTLevkkUWzKgRTWKcSjrgdoP8TnrEnXYGaAxFKibsS5,9112569727722508
9rbmB69pdC3FBiQK3yuudbNhoecd5FxJAEMeEe87ZkKp,8636715638501802
HiXhw6DyaFsGVntujTDrRcmutEWMfgD3edAhXZidv2PV,8000123749771417
BDZsMfVhQBWZPkCwHfZbP9M54QpuhagfPMr2vHCALPZM,8000000000000000
7fxfsuwCJpdvxYYbzbVcsmBMGGtfMWkCVonLEv4E9Khf,7512707322025406
FBiJdTjiwb7AJY5bWm4sh6BnV63EtMfegftvYhUaJLqn,7035168003741759
AR1EHEMhAymT7WbvS73eik5p7ic9tYQjZfFL1cHHgf1w,7000001000000000
6YtttA5p5kpL4gMaic1UcxWuTAcyrkNxYSGurusCJYz2,7000000000000000
FjoTCAFMKStE18gBHVJdgNHXLhWvYExDdcek7Hiisyai,6000000566684559
6C6bwAdo4u5i1KnudDY7NfGFCLHDEuL8ykcPfQcEMLxE,5661208998323022
CqKzSJF43yJA5xzC8J8Xbc4yNZmu9fUDmCNFpPVGbqJq,5640888816774686
AM5jx5C2JbmetbqucqfNwTRyaP4Gzck5BR9J86k2MRi2,5500000000000000
AVAZvHLR2PcWpDf8BXY4rVxNHYRBytycHkcB5z5QNXYm,5320723065578041
4WBWf5RjpeZra6Qu889nDdn9BAiTr7KrUi8f4JoiVYqn,5161014656478982
DZsGoq6DN39TV188G9P3cXBvQGuBPQyb3zdhip1YjG2L,5009025024812650
3ztgHrEJkm5M6nMvNxFkxJ1Yj7QTtHyat7FceXnitwSZ,4866117733041273
7oA9PeZPwepWUpcrPnVD4Y13FEs8WToKFzbB3irbZ14U,4700549207958821
9Gb7arzM1gj7i7n12JqgTLjUNtJGxPbJBWvDY7zfaryt,4324952633228371
92hqL8EmzMh4tVcbYfPaUEhyYoJJsxfnBEojU42ya3Xc,4007600000000000
4isuWiAzmNd5R3WMyQw1YZBtf3AMHXWANzBDWW3XZ1WE,3921999999999998
6CfGEMn75o1aDxbjoKw6TWPiBJWK6EJmM4eWzrWP2yGf,3900000000000000
EtKbVAmHdU7c5Zfp5UA94gjs6ZuQNKVfEAmgMqTksDj2,3751328522498638
Dqq6pq9Bvy5z8rKy4Mp2GMZNqMgise4Y9NF4RqRXAL3U,3750000000000000
Gqssrwn2HPxZ2zJDTFkq7A9QsP1vcRY24QCABiRrzkVw,3750000000000000
7kyrwXduozjAerQBA7y1vRPnCgLBLWtVn4uqWPUScqB3,3612508440333802
CE8WGho21rhfgwjxYiiHL8navNqSDXurBXranhZPdguh,3600000000000000
2GtTDpNvwsd5Ho4p71FDaNuhNi6M2DPg1iu13EJfqbSg,3598446494412591
CA5hN7H1XTSDosoSFJ8GZqjnnGBa4mTpXuXgDnmYZDLZ,3550000000000000
AixwgCCZuJUUMAM9KGFq1jA5Ttt93L4F7gZVLktz7BrP,3550000000000000
